RID,,,,N,38,,,,,,,
PTID,,,,T,,,,,,,,
Entorhinal,brain_anatomy,grey_matter,,N,,,,,X,,X,X
Fusiform,brain_anatomy,grey_matter,,N,,,,,X,,X,X
MidTemp,brain_anatomy,grey_matter,,N,,,,,X,,X,X
ICV,brain_anatomy,grey_matter,,N,,,,,X,,X,X
DX,clinical,diagnostic,,T,,,,,,X,,
EXAMDATE_bl,provenance,date,,D,,,yyyy-mm-dd,,X,,X,X
CDRSB_bl,clinical,cognition,,N,,,,,X,,X,X
ADAS11_bl,clinical,cognition,,N,,,,,X,,X,X
ADAS13_bl,clinical,cognition,,N,,,,,X,,X,X
MMSE_bl,clinical,cognition,,N,,,,,X,,X,X
RAVLT_bl,clinical,cognition,,N,,,,,X,,X,X
RAVLT_immediate_bl,clinical,cognition,,N,,,,,X,,X,X
FAQ_bl,clinical,cognition,,N,,,,,X,,X,X
Ventricles_bl,brain_anatomy,grey_matter,,N,,,,,X,,X,X
Hippocampus_bl,brain_anatomy,grey_matter,,N,,,,,X,,X,X
WholeBrain_bl,brain_anatomy,grey_matter,,N,,,,,X,,X,X
Entorhinal_bl,brain_anatomy,grey_matter,,N,,,,,X,,X,X
Fusiform_bl,brain_anatomy,grey_matter,,N,,,,,X,,X,X
MidTemp_bl,brain_anatomy,grey_matter,,N,,,,,X,,X,X
ICV_bl,brain_anatomy,globals,,N,,,,,X,,X,X
MOCA_bl,clinical,cognition,,N,,,,,X,,X,X
EcogPtMem_bl,clinical,cognition,,N,,,,,X,,X,X
EcogPtLang_bl,clinical,cognition,,N,,,,,X,,X,X
EcogPtVisspat_bl,clinical,cognition,,N,,,,,X,,X,X
EcogPtPlan_bl,clinical,cognition,,N,,,,,X,,X,X
EcogPtOrgan_bl,clinical,cognition,,N,,,,,X,,X,X
EcogPtDivatt_bl,clinical,cognition,,N,,,,,X,,X,X
EcogPtTotal_bl,clinical,cognition,,N,,,,,X,,X,X
EcogSPMem_bl,clinical,cognition,,N,,,,,X,,X,X
EcogSPLang_bl,clinical,cognition,,N,,,,,X,,X,X
EcogSPVisspat_bl,clinical,cognition,,N,,,,,X,,X,X
EcogSPPlan_bl,clinical,cognition,,N,,,,,X,,X,X
EcogSPOrgan_bl,clinical,cognition,,N,,,,,X,,X,X
EcogSPDivatt_bl,clinical,cognition,,N,,,,,X,,X,X
EcogSPTotal_bl,clinical,cognition,,N,,,,,X,,X,X
FDG_bl,brain_metabolism,PET,,N,,,,,X,,X,X
PIB_bl,brain_metabolism,PET,,N,,,,,X,,X,X
AV45_bl,brain_metabolism,PET,,N,,,,,X,,X,X
Years_bl,Date,year,,N,,,,,X,,X,X
Month_bl,,,,N,,,,,X,,X,X
Month,,,,N,,,,,X,,X,X
M,,,,,,,,,,,,
update_stamp,,,,D,10,,,,,,,
Subj_ID,,,,N,,,,,,,,
ScanDate,provenance,date,,D,10,,yyyy-mm-dd,,X,,X,X
VisitCode,provenance,date,,T,,,,,,,,
VisitNumber,visit,number,,I,,,,,,X,,
TotalNumberofVisits,visit,number,,I,,,,,,X,,
PeriodTime,visit,period,,N,,,,,X,,X,X
MRIScanner,brain_scan,machine,,N,,,1.5|3.0,,,X,,
3rdVentricle,brain_anatomy,csf,Brain/csf/Ventricule,N,20,,,cm3,X,,X,X
4thVentricle,brain_anatomy,csf,Brain/csf/Ventricule,N,20,,,cm3,X,,X,X
RightAccumbensArea,brain_anatomy,grey_matter,Brain/Cerebral nuclei/Basal Ganglia ,N,20,,,cm3,X,,X,X
LeftAccumbensArea,brain_anatomy,grey_matter,Brain/Cerebral nuclei/Basal Ganglia ,N,20,,,cm3,X,,X,X
RightAmygdala,brain_anatomy,grey_matter,Brain/Cerebral nuclei/Amygdala,N,20,,,cm3,X,,X,X
LeftAmygdala,brain_anatomy,grey_matter,Brain/Cerebral nuclei/Amygdala,N,20,,,cm3,X,,X,X
BrainStem,brain_anatomy,white_matter,Brain/Brain stem,N,20,,,cm3,X,,X,X
RightCaudate,brain_anatomy,grey_matter,Brain/Cerebral nuclei/Basal Ganglia ,N,20,,,cm3,X,,X,X
LeftCaudate,brain_anatomy,grey_matter,Brain/Cerebral nuclei/Basal Ganglia ,N,20,,,cm3,X,,X,X
RightCerebellumExterior,brain_anatomy,grey_matter,Brain/Cerebellum,N,20,,,cm3,X,,X,X
LeftCerebellumExterior,brain_anatomy,grey_matter,Brain/Cerebellum,N,20,,,cm3,X,,X,X
RightCerebellumWhiteMatter,brain_anatomy,white_matter,Brain/Cerebellum,N,20,,,cm3,X,,X,X
LeftCerebellumWhiteMatter,brain_anatomy,white_matter,Brain/Cerebellum,N,20,,,cm3,X,,X,X
RightCerebralWhiteMatter,brain_anatomy,white_matter,Brain/Global,N,20,,,cm3,X,,X,X
LeftCerebralWhiteMatter,brain_anatomy,white_matter,Brain/Global,N,20,,,cm3,X,,X,X
CSF,brain_anatomy,white_matter,Brain/Global,N,20,,,cm3,X,,X,X
RightHippocampus,brain_anatomy,grey_matter,Brain/Limbic,N,20,,,cm3,X,,X,X
LeftHippocampus,brain_anatomy,grey_matter,Brain/Limbic,N,20,,,cm3,X,,X,X
RightInfLatVent,brain_anatomy,grey_matter,Brain/csf/Ventricule,N,20,,,cm3,X,,X,X
LeftInfLatVent,brain_anatomy,grey_matter,Brain/csf/Ventricule,N,20,,,cm3,X,,X,X
RightLateralVentricle,brain_anatomy,grey_matter,Brain/csf/Ventricule,N,20,,,cm3,X,,X,X
LeftLateralVentricle,brain_anatomy,grey_matter,Brain/csf/Ventricule,N,20,,,cm3,X,,X,X
RightPallidum,brain_anatomy,grey_matter,Brain/Cerebral nuclei/Basal Ganglia ,N,20,,,cm3,X,,X,X
LeftPallidum,brain_anatomy,grey_matter,Brain/Cerebral nuclei/Basal Ganglia ,N,20,,,cm3,X,,X,X
RightPutamen,brain_anatomy,grey_matter,Brain/Cerebral nuclei/Basal Ganglia ,N,20,,,cm3,X,,X,X
LeftPutamen,brain_anatomy,grey_matter,Brain/Cerebral nuclei/Basal Ganglia ,N,20,,,cm3,X,,X,X
RightThalamusProper,brain_anatomy,grey_matter,,N,20,,,cm3,X,,X,X
LeftThalamusProper,brain_anatomy,grey_matter,,N,20,,,cm3,X,,X,X
RightVentralDC,brain_anatomy,grey_matter,Brain/Diencephalon,N,20,,,cm3,X,,X,X
LeftVentralDC,brain_anatomy,grey_matter,Brain/Diencephalon,N,20,,,cm3,X,,X,X
Rightvessel,brain_anatomy,grey_matter,Brain/Vessel,N,20,,,cm3,X,,X,X
Leftvessel,brain_anatomy,grey_matter,Brain/Vessel,N,20,,,cm3,X,,X,X
OpticChiasm,brain_anatomy,White_matter,Brain/OpticChiasm,N,20,,,cm3,X,,X,X
CerebellarVermalLobulesI-V,brain_anatomy,grey_matter,Brain/Cerebellum,N,20,,,cm3,X,,X,X
CerebellarVermalLobulesVI-VII,brain_anatomy,grey_matter,Brain/Cerebellum,N,20,,,cm3,X,,X,X
CerebellarVermalLobulesVIII-X,brain_anatomy,grey_matter,Brain/Cerebellum,N,20,,,cm3,X,,X,X
LeftBasalForebrain,brain_anatomy,grey_matter,Brain/Cerebral nuclei/BasalForebrain,N,20,,,cm3,X,,X,X
RightBasalForebrain,brain_anatomy,grey_matter,Brain/Cerebral nuclei/BasalForebrain,N,20,,,cm3,X,,X,X
RightACgGanteriorcingulategyrus,brain_anatomy,grey_matter,Brain/Limbic,N,20,,,cm3,X,,X,X
LeftACgGanteriorcingulategyrus,brain_anatomy,grey_matter,Brain/Limbic,N,20,,,cm3,X,,X,X
RightAInsanteriorinsula,brain_anatomy,grey_matter,Brain/Insula,N,20,,,cm3,X,,X,X
LeftAInsanteriorinsula,brain_anatomy,grey_matter,Brain/Insula,N,20,,,cm3,X,,X,X
RightAOrGanteriororbitalgyrus,brain_anatomy,grey_matter,Brain/Frontal/orbitalgyrus,N,20,,,cm3,X,,X,X
LeftAOrGanteriororbitalgyrus,brain_anatomy,grey_matter,Brain/Frontal/orbitalgyrus,N,20,,,cm3,X,,X,X
RightAnGangulargyrus,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
LeftAnGangulargyrus,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
RightCalccalcarinecortex,brain_anatomy,grey_matter,Brain/Occipital,N,20,,,cm3,X,,X,X
LeftCalccalcarinecortex,brain_anatomy,grey_matter,Brain/Occipital,N,20,,,cm3,X,,X,X
RightCOcentraloperculum,brain_anatomy,grey_matter,Brain/Operculum,N,20,,,cm3,X,,X,X
LeftCOcentraloperculum,brain_anatomy,grey_matter,Brain/Operculum,N,20,,,cm3,X,,X,X
RightCuncuneus,brain_anatomy,grey_matter,Brain/Operculum,N,20,,,cm3,X,,X,X
LeftCuncuneus,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
RightEntentorhinalarea,brain_anatomy,grey_matter,Brain/Limbic,N,20,,,cm3,X,,X,X
LeftEntentorhinalarea,brain_anatomy,grey_matter,Brain/Limbic,N,20,,,cm3,X,,X,X
RightFOfrontaloperculum,brain_anatomy,grey_matter,Brain/Operculum,N,20,,,cm3,X,,X,X
LeftFOfrontaloperculum,brain_anatomy,grey_matter,Brain/Operculum,N,20,,,cm3,X,,X,X
RightFRPfrontalpole,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
LeftFRPfrontalpole,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
RightFuGfusiformgyrus,brain_anatomy,grey_matter,Brain/Temporal,N,20,,,cm3,X,,X,X
LeftFuGfusiformgyrus,brain_anatomy,grey_matter,Brain/Temporal,N,20,,,cm3,X,,X,X
RightGRegyrusrectus,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
LeftGRegyrusrectus,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
RightIOGinferioroccipitalgyrus,brain_anatomy,grey_matter,Brain/Occipital,N,20,,,cm3,X,,X,X
LeftIOGinferioroccipitalgyrus,brain_anatomy,grey_matter,Brain/Occipital,N,20,,,cm3,X,,X,X
RightITGinferiortemporalgyrus,brain_anatomy,grey_matter,Brain/Temporal,N,20,,,cm3,X,,X,X
LeftITGinferiortemporalgyrus,brain_anatomy,grey_matter,Brain/Temporal,N,20,,,cm3,X,,X,X
RightLiGlingualgyrus,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
LeftLiGlingualgyrus,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
RightLOrGlateralorbitalgyrus,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
LeftLOrGlateralorbitalgyrus,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
RightMCgGmiddlecingulategyrus,brain_anatomy,grey_matter,Brain/Limbic,N,20,,,cm3,X,,X,X
LeftMCgGmiddlecingulategyrus,brain_anatomy,grey_matter,Brain/Limbic,N,20,,,cm3,X,,X,X
RightMFCmedialfrontalcortex,brain_anatomy,grey_matter,Brain/frontal,N,20,,,cm3,X,,X,X
LeftMFCmedialfrontalcortex,brain_anatomy,grey_matter,Brain/frontal,N,20,,,cm3,X,,X,X
RightMFGmiddlefrontalgyrus,brain_anatomy,grey_matter,Brain/frontal,N,20,,,cm3,X,,X,X
LeftMFGmiddlefrontalgyrus,brain_anatomy,grey_matter,Brain/frontal,N,20,,,cm3,X,,X,X
RightMOGmiddleoccipitalgyrus,brain_anatomy,grey_matter,Brain/Occipital,N,20,,,cm3,X,,X,X
LeftMOGmiddleoccipitalgyrus,brain_anatomy,grey_matter,Brain/Occipital,N,20,,,cm3,X,,X,X
RightMOrGmedialorbitalgyrus,brain_anatomy,grey_matter,Brain/Frontal/orbitalgyrus,N,20,,,cm3,X,,X,X
LeftMOrGmedialorbitalgyrus,brain_anatomy,grey_matter,Brain/Frontal/orbitalgyrus,N,20,,,cm3,X,,X,X
RightMPoGpostcentralgyrusmedialsegment,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
LeftMPoGpostcentralgyrusmedialsegment,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
RightMPrGprecentralgyrusmedialsegment,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
LeftMPrGprecentralgyrusmedialsegment,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
RightMSFGsuperiorfrontalgyrusmedialsegment,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
LeftMSFGsuperiorfrontalgyrusmedialsegment,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
RightMTGmiddletemporalgyrus,brain_anatomy,grey_matter,Brain/Temporal,N,20,,,cm3,X,,X,X
LeftMTGmiddletemporalgyrus,brain_anatomy,grey_matter,Brain/Temporal,N,20,,,cm3,X,,X,X
RightOCPoccipitalpole,brain_anatomy,grey_matter,Brain/Temporal,N,20,,,cm3,X,,X,X
LeftOCPoccipitalpole,brain_anatomy,grey_matter,Brain/Occipital,N,20,,,cm3,X,,X,X
RightOFuGoccipitalfusiformgyrus,brain_anatomy,grey_matter,Brain/Occipital,N,20,,,cm3,X,,X,X
LeftOFuGoccipitalfusiformgyrus,brain_anatomy,grey_matter,Brain/Occipital,N,20,,,cm3,X,,X,X
RightOpIFGopercularpartoftheinferiorfrontalgyrus,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
LeftOpIFGopercularpartoftheinferiorfrontalgyrus,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
RightOrIFGorbitalpartoftheinferiorfrontalgyrus,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
LeftOrIFGorbitalpartoftheinferiorfrontalgyrus,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
RightPCgGposteriorcingulategyrus,brain_anatomy,grey_matter,Brain/Limbic/,N,20,,,cm3,X,,X,X
LeftPCgGposteriorcingulategyrus,brain_anatomy,grey_matter,Brain/Limbic/,N,20,,,cm3,X,,X,X
RightPCuprecuneus,brain_anatomy,grey_matter,Brain/Limbic/,N,20,,,cm3,X,,X,X
LeftPCuprecuneus,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
RightPHGparahippocampalgyrus,brain_anatomy,grey_matter,Brain/Limbic/,N,20,,,cm3,X,,X,X
LeftPHGparahippocampalgyrus,brain_anatomy,grey_matter,Brain/Limbic/,N,20,,,cm3,X,,X,X
RightPInsposteriorinsula,brain_anatomy,grey_matter,Brain/insula,N,20,,,cm3,X,,X,X
LeftPInsposteriorinsula,brain_anatomy,grey_matter,Brain/insula,N,20,,,cm3,X,,X,X
RightPOparietaloperculum,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
LeftPOparietaloperculum,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
RightPoGpostcentralgyrus,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
LeftPoGpostcentralgyrus,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
RightPOrGposteriororbitalgyrus,brain_anatomy,grey_matter,Brain/Frontal/orbitalgyrus,N,20,,,cm3,X,,X,X
LeftPOrGposteriororbitalgyrus,brain_anatomy,grey_matter,Brain/Frontal/orbitalgyrus,N,20,,,cm3,X,,X,X
RightPPplanumpolare,brain_anatomy,grey_matter,Brain/Temporal/,N,20,,,cm3,X,,X,X
LeftPPplanumpolare,brain_anatomy,grey_matter,Brain/Temporal/,N,20,,,cm3,X,,X,X
RightPrGprecentralgyrus,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
LeftPrGprecentralgyrus,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
RightPTplanumtemporale,brain_anatomy,grey_matter,Brain/temporal,N,20,,,cm3,X,,X,X
LeftPTplanumtemporale,brain_anatomy,grey_matter,Brain/temporal,N,20,,,cm3,X,,X,X
RightSCAsubcallosalarea,brain_anatomy,grey_matter,Brain/frontal,N,20,,,cm3,X,,X,X
LeftSCAsubcallosalarea,brain_anatomy,grey_matter,Brain/frontal,N,20,,,cm3,X,,X,X
RightSFGsuperiorfrontalgyrus,brain_anatomy,grey_matter,Brain/frontal,N,20,,,cm3,X,,X,X
LeftSFGsuperiorfrontalgyrus,brain_anatomy,grey_matter,Brain/frontal,N,20,,,cm3,X,,X,X
RightSMCsupplementarymotorcortex,brain_anatomy,grey_matter,Brain/frontal,N,20,,,cm3,X,,X,X
LeftSMCsupplementarymotorcortex,brain_anatomy,grey_matter,Brain/frontal,N,20,,,cm3,X,,X,X
RightSMGsupramarginalgyrus,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
LeftSMGsupramarginalgyrus,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
RightSOGsuperioroccipitalgyrus,brain_anatomy,grey_matter,Brain/Occipital,N,20,,,cm3,X,,X,X
LeftSOGsuperioroccipitalgyrus,brain_anatomy,grey_matter,Brain/Occipital,N,20,,,cm3,X,,X,X
RightSPLsuperiorparietallobule,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
LeftSPLsuperiorparietallobule,brain_anatomy,grey_matter,Brain/Parietal/,N,20,,,cm3,X,,X,X
RightSTGsuperiortemporalgyrus,brain_anatomy,grey_matter,Brain/Temporal,N,20,,,cm3,X,,X,X
LeftSTGsuperiortemporalgyrus,brain_anatomy,grey_matter,Brain/Temporal,N,20,,,cm3,X,,X,X
RightTMPtemporalpole,brain_anatomy,grey_matter,Brain/Temporal,N,20,,,cm3,X,,X,X
LeftTMPtemporalpole,brain_anatomy,grey_matter,Brain/Temporal,N,20,,,cm3,X,,X,X
RightTrIFGtriangularpartoftheinferiorfrontalgyrus,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
LeftTrIFGtriangularpartoftheinferiorfrontalgyrus,brain_anatomy,grey_matter,Brain/Frontal,N,20,,,cm3,X,,X,X
RightTTGtransversetemporalgyrus,brain_anatomy,grey_matter,Brain/Temoral,N,20,,,cm3,X,,X,X
LeftTTGtransversetemporalgyrus,brain_anatomy,grey_matter,Brain/Temporal,N,20,,,cm3,X,,X,X
